SubCapitulo,Classe
Complicações relacionadas predominantemente com o puerpério (O85-O92),Outras infecções puerperais
Complicações relacionadas predominantemente com o puerpério (O85-O92),Complicações venosas no puerpério
Complicações relacionadas predominantemente com o puerpério (O85-O92),Embolia de origem obstétrica
Complicações relacionadas predominantemente com o puerpério (O85-O92),Complicações da anestesia administrada durante o puerpério
Complicações relacionadas predominantemente com o puerpério (O85-O92),Complicações do puerpério não classificadas em outra parte
Complicações relacionadas predominantemente com o puerpério (O85-O92),Infecções mamárias associadas ao parto
Complicações relacionadas predominantemente com o puerpério (O85-O92),Outras afecções da mama e da lactação associadas ao parto
Outras afecções obstétricas não classificadas em outra parte (O94-O99),"Seqüelas de complicações da gravidez, parto e puerpério"
Outras afecções obstétricas não classificadas em outra parte (O94-O99),Morte obstétrica de causa não especificada
Outras afecções obstétricas não classificadas em outra parte (O94-O99),"Morte, por qualquer causa obstétrica, que ocorre mais de 42 dias, mas menos de 1 ano, após o parto"
Outras afecções obstétricas não classificadas em outra parte (O94-O99),Morte por seqüelas de causas obstétricas diretas
Outras afecções obstétricas não classificadas em outra parte (O94-O99),"Doenças infecciosas e parasitárias maternas classificáveis em outra parte mas que compliquem a gravidez, o parto e o puerpério"
Outras afecções obstétricas não classificadas em outra parte (O94-O99),"Outras doenças da mãe, classificadas em outra parte, mas que complicam a gravidez o parto e o puerpério"
"Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez, do trabalho de parto e do parto (P00-P04)","Feto e recém-nascido afetados por afecções maternas, não obrigatoriamente relacionadas com a gravidez atual"
"Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez, do trabalho de parto e do parto (P00-P04)",Feto e recém-nascido afetados por complicações maternas da gravidez
"Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez, do trabalho de parto e do parto (P00-P04)","Feto e recém-nascido afetados por complicações da placenta, do cordão umbilical e das membranas"
"Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez, do trabalho de parto e do parto (P00-P04)",Feto e recém-nascido afetados por outras complicações do trabalho de parto e do parto
"Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez, do trabalho de parto e do parto (P00-P04)",Feto e recém-nascido afetados por influências nocivas transmitidas ao feto via placenta ou leite materno
Transtornos relacionados com a duração da gestação e com o crescimento fetal (P05-P08),Crescimento fetal retardado e desnutrição fetal
Transtornos relacionados com a duração da gestação e com o crescimento fetal (P05-P08),Transtornos relacionados com a gestação de curta duração e peso baixo ao nascer não classificados em outra parte
Transtornos relacionados com a duração da gestação e com o crescimento fetal (P05-P08),Transtornos relacionados com a gestação prolongada e peso elevado ao nascer
Traumatismo de parto (P10-P15),Laceração intracraniana e hemorragia devidas a traumatismo de parto
Traumatismo de parto (P10-P15),Outros traumatismos de parto do sistema nervoso central
Traumatismo de parto (P10-P15),Lesão do couro cabeludo devida a traumatismo de parto
Traumatismo de parto (P10-P15),Lesões do esqueleto devidas a traumatismo de parto
Traumatismo de parto (P10-P15),Lesões ao nascer do sistema nervoso periférico
Traumatismo de parto (P10-P15),Outros traumatismos de parto
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Hipóxia intra-uterina
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Asfixia ao nascer
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Desconforto (angústia) respiratório(a) do recém-nascido
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Pneumonia congênita
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Síndrome de aspiração neonatal
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Enfisema intersticial e afecções correlatas originadas no período perinatal
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Hemorragia pulmonar originada no período perinatal
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Doença respiratória crônica originada no período perinatal
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Outras afecções respiratórias originadas no período perinatal
Transtornos respiratórios e cardiovasculares específicos do período perinatal (P20-P29),Transtornos cardiovasculares originados no período perinatal
Infecções específicas do período perinatal (P35-P39),Doenças virais congênitas
Infecções específicas do período perinatal (P35-P39),Septicemia bacteriana do recém-nascido
Infecções específicas do período perinatal (P35-P39),Outras doenças infecciosas e parasitárias congênitas
Infecções específicas do período perinatal (P35-P39),Onfalite do recém-nascido com ou sem hemorragia leve
Infecções específicas do período perinatal (P35-P39),Outras infecções específicas do período perinatal
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Perda sangüínea fetal
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Hemorragia umbilical do recém-nascido
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Hemorragia intracraniana não-traumática do feto e do recém-nascido
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Doença hemorrágica do feto e do recém-nascido
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Outras hemorragias neonatais
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Doença hemolítica do feto e do recém-nascido
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Hidropsia fetal devida a doença hemolítica
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Kernicterus
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Icterícia neonatal devida a outras hemólises excessivas
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Icterícia neonatal devida a outras causas e às não especificadas
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Coagulação intravascular disseminada do feto e do recém-nascido
Transtornos hemorrágicos e hematológicos do feto e do recém-nascido (P50-P61),Outros transtornos hematológicos perinatais
Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido (P70-P74),Transtornos transitórios do metabolismo dos carboidratos específicos do feto e do recém-nascido
Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido (P70-P74),Transtornos transitórios do metabolismo do cálcio e do magnésio do período neonatal
Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido (P70-P74),Outros transtornos endócrinos transitórios do período neonatal
Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido (P70-P74),Outros distúrbios eletrolíticos e metabólicos transitórios do período neonatal
Transtornos do aparelho digestivo do feto ou do recém-nascido (P75-P78),Íleo meconial
Transtornos do aparelho digestivo do feto ou do recém-nascido (P75-P78),Outras obstruções intestinais do recém-nascido
Transtornos do aparelho digestivo do feto ou do recém-nascido (P75-P78),Enterocolite necrotizante do feto e do recém-nascido
Transtornos do aparelho digestivo do feto ou do recém-nascido (P75-P78),Outros transtornos do aparelho digestivo do período perinatal
Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido (P80-P83),Hipotermia do recém-nascido
Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido (P80-P83),Outros distúrbios da regulação térmica do recém-nascido
Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido (P80-P83),Outras afecções comprometendo o tegumento específicas do feto e do recém-nascido
Outros transtornos originados no período perinatal (P90-P96),Convulsões do recém-nascido
Outros transtornos originados no período perinatal (P90-P96),Outros distúrbios da função cerebral do recém-nascido
Outros transtornos originados no período perinatal (P90-P96),Problemas de alimentação do recém-nascido
Outros transtornos originados no período perinatal (P90-P96),Reações e intoxicações devidas a drogas administradas ao feto e ao recém-nascido
Outros transtornos originados no período perinatal (P90-P96),Transtornos do tônus muscular do recém-nascido
Outros transtornos originados no período perinatal (P90-P96),Morte fetal de causa não especificada
Outros transtornos originados no período perinatal (P90-P96),Outras afecções originadas no período perinatal
Malformações congênitas do sistema nervoso (Q00-Q07),Anencefalia e malformações similares
Malformações congênitas do sistema nervoso (Q00-Q07),Encefalocele
Malformações congênitas do sistema nervoso (Q00-Q07),Microcefalia
Malformações congênitas do sistema nervoso (Q00-Q07),Hidrocefalia congênita
Malformações congênitas do sistema nervoso (Q00-Q07),Outras malformações congênitas do cérebro
Malformações congênitas do sistema nervoso (Q00-Q07),Espinha bífida
Malformações congênitas do sistema nervoso (Q00-Q07),Outras malformações congênitas da medula espinhal
Malformações congênitas do sistema nervoso (Q00-Q07),Outras malformações congênitas do sistema nervoso
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)","Malformações congênitas das pálpebras, do aparelho lacrimal e da órbita"
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)","Anoftalmia, microftalmia e macroftalmia"
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)",Malformações congênitas do cristalino
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)",Malformações congênitas da câmara anterior do olho
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)",Malformações congênitas da câmara posterior do olho
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)",Outras malformações congênitas do olho
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)",Malformações congênitas do ouvido causando comprometimento da audição
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)",Outras malformações congênitas da orelha
"Malformações congênitas do olho, do ouvido, da face e do pescoço (Q10-Q18)",Outras malformações congênitas da face e do pescoço
Malformações congênitas do aparelho circulatório (Q20-Q28),Malformações congênitas das câmaras e das comunicações cardíacas
Malformações congênitas do aparelho circulatório (Q20-Q28),Malformações congênitas dos septos cardíacos
Malformações congênitas do aparelho circulatório (Q20-Q28),Malformações congênitas das valvas pulmonar e tricúspide
Malformações congênitas do aparelho circulatório (Q20-Q28),Malformações congênitas das valvas aórtica e mitral
Malformações congênitas do aparelho circulatório (Q20-Q28),Outras malformações congênitas do coração
Malformações congênitas do aparelho circulatório (Q20-Q28),Malformações congênitas das grandes artérias
Malformações congênitas do aparelho circulatório (Q20-Q28),Malformações congênitas das grandes veias
