Classe,DESCRICAO
Outras espondilopatias inflamatórias,Outras espondilopatias inflamatórias especificadas
Outras espondilopatias inflamatórias,Espondilopatia inflamatória não especificada
Espondilose,Síndromes de compressão da artéria espinhal anterior ou vertebral anterior
Espondilose,Outras espondiloses com mielopatia
Espondilose,Outras espondiloses com radiculopatias
Espondilose,Outras espondiloses
Espondilose,Espondilose não especificada
Outras espondilopatias,Estenose da coluna vertebral
Outras espondilopatias,Hiperostose ancilosante [Forestier]
Outras espondilopatias,Kissing spine
Outras espondilopatias,Espondilopatia traumática
Outras espondilopatias,Fratura de fadiga de vértebra
Outras espondilopatias,Vértebra colapsada não classificada em outra parte
Outras espondilopatias,Outras espondilopatias especificadas
Outras espondilopatias,Espondilopatia não especificada
Espondilopatias em doenças classificadas em outra parte,Tuberculose da coluna vertebral
Espondilopatias em doenças classificadas em outra parte,Espondilite por Brucella
Espondilopatias em doenças classificadas em outra parte,Espondilite por enterobactérias
Espondilopatias em doenças classificadas em outra parte,Espondilopatia em outras doenças infeciosas e parasitárias classificadas em outra parte
Espondilopatias em doenças classificadas em outra parte,Espondilopatia neuropática
Espondilopatias em doenças classificadas em outra parte,Vértebra colapsada em doenças classificadas em outra parte
Espondilopatias em doenças classificadas em outra parte,Espondilopatia em outras doenças classificadas em outra parte
Transtornos dos discos cervicais,Transtorno do disco cervical com mielopatia
Transtornos dos discos cervicais,Transtorno do disco cervical com radiculopatia
Transtornos dos discos cervicais,Outro deslocamento de disco cervical
Transtornos dos discos cervicais,Outra degeneração de disco cervical
Transtornos dos discos cervicais,Outros transtornos de discos cervicais
Transtornos dos discos cervicais,Transtorno não especificado de disco cervical
Outros transtornos de discos intervertebrais,Transtornos de discos lombares e de outros discos intervertebrais com mielopatia
Outros transtornos de discos intervertebrais,Transtornos de discos lombares e de outros discos intervertebrais com radiculopatia
Outros transtornos de discos intervertebrais,Outros deslocamentos discais intervertebrais especificados
Outros transtornos de discos intervertebrais,Outra degeneração especificada de disco intervertebral
Outros transtornos de discos intervertebrais,Nódulos de Schmorl
Outros transtornos de discos intervertebrais,Outros transtornos especificados de discos intervertebrais
Outros transtornos de discos intervertebrais,Transtorno não especificado de disco intervertebral
Outras dorsopatias não classificadas em outra parte,Síndrome cervicocraniana
Outras dorsopatias não classificadas em outra parte,Síndrome cervicobraquial
Outras dorsopatias não classificadas em outra parte,Instabilidades da coluna vertebral
Outras dorsopatias não classificadas em outra parte,Transtornos sacroccígeos não classificados em outra parte
Outras dorsopatias não classificadas em outra parte,Outras dorsopatias especificadas
Outras dorsopatias não classificadas em outra parte,Dorsopatia não especificada
Dorsalgia,Paniculite atingindo regiões do pescoço e do dorso
Dorsalgia,Radiculopatia
Dorsalgia,Cervicalgia
Dorsalgia,Ciática
Dorsalgia,Lumbago com ciática
Dorsalgia,Dor lombar baixa
Dorsalgia,Dor na coluna torácica
Dorsalgia,Outra dorsalgia
Dorsalgia,Dorsalgia não especificada
Miosite,Miosite infecciosa
Miosite,Miosite intersticial
Miosite,Granuloma de corpo estranho no tecido mole não classificado em outra parte
Miosite,Outras miosites
Miosite,Miosite não especificada
Calcificação e ossificação do músculo,Miosite ossificante traumática
Calcificação e ossificação do músculo,Miosite ossificante progressiva
Calcificação e ossificação do músculo,Calcificação e ossificação paralítica de músculo
Calcificação e ossificação do músculo,Calcificação e ossificação de músculo associadas com queimaduras
Calcificação e ossificação do músculo,Outra calcificação de músculo
Calcificação e ossificação do músculo,Outra ossificação de músculo
Calcificação e ossificação do músculo,Calcificação e ossificação de músculo não especificada
Outros transtornos musculares,Diástase de músculo
Outros transtornos musculares,Outras rupturas musculares (não-traumáticas)
Outros transtornos musculares,Infarto isquêmico do músculo
Outros transtornos musculares,Síndrome de imobilidade (paraplégica)
Outros transtornos musculares,Contratura de músculo
Outros transtornos musculares,Perda e atrofia muscular não classificadas em outra parte
Outros transtornos musculares,Distensão muscular
Outros transtornos musculares,Outros transtornos musculares especificados
Outros transtornos musculares,Transtorno muscular não especificado
Transtornos de músculo em doenças classificadas em outra parte,Miosite em doenças bacterianas classificadas em outra parte
Transtornos de músculo em doenças classificadas em outra parte,Miosite em doenças infecciosas causadas por protozoários e parasitas classificadas em outra parte
Transtornos de músculo em doenças classificadas em outra parte,Miosite em outras doenças infecciosas classificadas em outra parte
Transtornos de músculo em doenças classificadas em outra parte,Miosite na sarcoidose
Transtornos de músculo em doenças classificadas em outra parte,Outros transtornos musculares em doenças classificadas em outra parte
Sinovite e tenossinovite,Abscesso da bainha tendínea
Sinovite e tenossinovite,Outras (teno)sinovites infecciosas
Sinovite e tenossinovite,Tendinite calcificada
Sinovite e tenossinovite,Dedo em gatilho
Sinovite e tenossinovite,Tenossinovite estilóide radial [de Quervain]
Sinovite e tenossinovite,Outras sinovites e tenossinovites
Sinovite e tenossinovite,Sinovite e tenossinovite não especificadas
Ruptura espontânea de sinóvia e de tendão,Ruptura de cisto poplíteo
Ruptura espontânea de sinóvia e de tendão,Ruptura de sinóvia
Ruptura espontânea de sinóvia e de tendão,Ruptura espontânea de tendões extensores
Ruptura espontânea de sinóvia e de tendão,Ruptura espontânea de tendões flexores
Ruptura espontânea de sinóvia e de tendão,Ruptura espontânea de outros tendões
Ruptura espontânea de sinóvia e de tendão,Ruptura espontânea de tendões não especificados
Outros transtornos das sinóvias e dos tendões,Tendão de Aquiles curto (adquirido)
Outros transtornos das sinóvias e dos tendões,Outra contratura de tendão (bainha)
Outros transtornos das sinóvias e dos tendões,Hipertrofia sinovial não classificada em outra parte
Outros transtornos das sinóvias e dos tendões,Sinovite transitória
Outros transtornos das sinóvias e dos tendões,Gânglios
Outros transtornos das sinóvias e dos tendões,Outros transtornos especificados da sinóvia e do tendão
Outros transtornos das sinóvias e dos tendões,Transtorno não especificado da sinóvia e do tendão
Transtorno de sinóvias e de tendões em doenças classificadas em outra parte,Sinovite e tenossinovite em doenças bacterianas classificadas em outra parte
Transtorno de sinóvias e de tendões em doenças classificadas em outra parte,Outros transtornos de sinóvias e de tendões em doenças classificadas em outra parte
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",Sinovite crepitante crônica da mão e do punho
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",Bursite da mão
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",Bursite do olécrano
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",Outras bursites do cotovelo
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",Bursite pré-patelar
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",Outras bursites do joelho
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",Bursite trocantérica
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",Outras bursites do quadril
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão","Outros transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão"
"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão","Transtorno não especificado dos tecidos moles relacionados com o uso, uso excessivo e pressão"
Outras bursopatias,Abscesso de bolsa sinovial
Outras bursopatias,Outras bursites infecciosas
Outras bursopatias,Cisto sinovial do espaço poplíteo [Baker]
Outras bursopatias,Outros cistos de bolsa sinovial
Outras bursopatias,Depósito de cálcio em bolsa sinovial
Outras bursopatias,Outras bursites não classificadas em outra parte
Outras bursopatias,Outras bursopatias especificadas
Outras bursopatias,Bursopatia não especificada
Transtornos fibroblásticos,Fibromatose de fáscia palmar [Dupuytren]
Transtornos fibroblásticos,Coxins interfalângicos (nó dos dedos)
Transtornos fibroblásticos,Fibromatose da fáscia plantar
Transtornos fibroblásticos,Fibromatose pseudossarcomatosa
Transtornos fibroblásticos,Fasciíte necrosante
Transtornos fibroblásticos,Outros transtornos fibroblásticos
Transtornos fibroblásticos,Transtorno fibroblástico não especificado
Transtornos dos tecidos moles em doenças classificadas em outra parte,Bursite gonocócica
Transtornos dos tecidos moles em doenças classificadas em outra parte,Bursite sifilítica
Transtornos dos tecidos moles em doenças classificadas em outra parte,Outros transtornos dos tecidos moles em outras doenças classificadas em outra parte
Lesões do ombro,Capsulite adesiva do ombro
Lesões do ombro,Síndrome do manguito rotador
Lesões do ombro,Tendinite bicepital
Lesões do ombro,Tendinite calcificante do ombro
Lesões do ombro,Síndrome de colisão do ombro
Lesões do ombro,Bursite do ombro
Lesões do ombro,Outras lesões do ombro
Lesões do ombro,Lesão não especificada do ombro
"Entesopatias dos membros inferiores, excluindo pé",Tendinite glútea
"Entesopatias dos membros inferiores, excluindo pé",Tendinite do psoas
"Entesopatias dos membros inferiores, excluindo pé",Esporão da crista ilíaca
"Entesopatias dos membros inferiores, excluindo pé",Síndrome da faixa iliotibial
"Entesopatias dos membros inferiores, excluindo pé",Bursite tibial colateral [Pellegrini-Stieda]
"Entesopatias dos membros inferiores, excluindo pé",Tendinite patelar
"Entesopatias dos membros inferiores, excluindo pé",Tendinite aquileana
"Entesopatias dos membros inferiores, excluindo pé",Tendinite do perôneo
"Entesopatias dos membros inferiores, excluindo pé","Outras entesopatias do membro inferior, excluindo o pé"
