Grupo,Sintomas (termos)
Epilepsia,DAE 4 anos [cbz 1000 - crise noturna 1x/mês]
Epilepsia,DAE 4 anos [cbz 1000; fluoxetina 20]
Epilepsia,DAE 4 anos [cbz 1000]
Epilepsia,DAE 4 anos [cbz 1200; fb 100]
Epilepsia,DAE 4 anos [cbz 1200; oxcbz 600]
Epilepsia,DAE 4 anos [cbz 1200; vpa 1500]
Epilepsia,DAE 4 anos [cbz 1200]
Epilepsia,DAE 4 anos [cbz 200]
Epilepsia,DAE 4 anos [cbz 300]
Epilepsia,DAE 4 anos [cbz 400 > 200 > susp.]
Epilepsia,DAE 4 anos [cbz 400; clb 10]
Epilepsia,DAE 4 anos [cbz 400]
Epilepsia,DAE 4 anos [cbz 600; clb 10]
Epilepsia,DAE 4 anos [cbz 600; fb 100]
Epilepsia,DAE 4 anos [cbz 800]
Epilepsia,DAE 4 anos [clb 1400; clb 20]
Epilepsia,DAE 4 anos [cln 1]
Epilepsia,DAE 4 anos [dfh 200]
Epilepsia,DAE 4 anos [dfh 300]
Epilepsia,DAE 4 anos [fb 100]
Epilepsia,DAE 4 anos [fb 200; dfh 300; clb 40]
Epilepsia,DAE 4 anos [fb 50]
Epilepsia,DAE 4 anos [pmd 750; dfh 300]
Epilepsia,DAE 4 anos [sem DAE]
Epilepsia,DAE 4 anos [susp. DAE]
Epilepsia,DAE 5 anos [ sem DAE]
Epilepsia,DAE 5 anos [cbz 1000; clb 10]
Epilepsia,DAE 5 anos [cbz 1000; fluoxetina 20]
Epilepsia,DAE 5 anos [cbz 1200; fb 100]
Epilepsia,DAE 5 anos [cbz 1200; oxcbz 600]
Epilepsia,DAE 5 anos [cbz 1200; vpa 1500]
Epilepsia,DAE 5 anos [cbz 200; clb 5]
Epilepsia,DAE 5 anos [cbz 200]
Epilepsia,DAE 5 anos [cbz 300]
Epilepsia,DAE 5 anos [cbz 400; clb 10]
Epilepsia,DAE 5 anos [cbz 400; fb 100]
Epilepsia,DAE 5 anos [cbz 400]
Epilepsia,DAE 5 anos [cbz 600]
Epilepsia,DAE 5 anos [cbz 800]
Epilepsia,"DAE 5 anos [cln 0,5]"
Epilepsia,DAE 5 anos [dfh 150 > 200]
Epilepsia,DAE 5 anos [dfh 300]
Epilepsia,DAE 5 anos [fb 100]
Epilepsia,DAE 5 anos [fb 200; dfh 300; clb 40]
Epilepsia,DAE 5 anos [pmd 750; dfh 300]
Epilepsia,DAE 5 anos [sem DAE]
Epilepsia,DAE 5 anos [vpa 1250; clb 20]
Epilepsia,DAE 6 anos [cbz 1000; clb 10]
Epilepsia,DAE 6 anos [cbz 1200; fb 100]
Epilepsia,DAE 6 anos [cbz 200; fb 50]
Epilepsia,DAE 6 anos [cbz 200]
Epilepsia,DAE 6 anos [cbz 400; clb5]
Epilepsia,DAE 6 anos [cbz 400]
Epilepsia,DAE 6 anos [cbz 600; fb 50]
Epilepsia,DAE 6 anos [cbz 600]
Epilepsia,DAE 6 anos [cbz 800]
Epilepsia,"DAE 6 anos [cln 0,5]"
Epilepsia,DAE 6 anos [fb 100]
Epilepsia,DAE 6 anos [fb 200; dfh 300; clb 40]
Epilepsia,DAE 6 anos [pmd 750; dfh 300]
Epilepsia,DAE 6 anos [sem DAE]
Epilepsia,DAE 6 anos [vpa 1250; clb 20]
Epilepsia,DAE 7 anos [cbz 1200; fb 100]
Epilepsia,DAE 7 anos [cbz 200; fb 50]
Epilepsia,DAE 7 anos [cbz 400; clb5]
Epilepsia,DAE 7 anos [cbz 600; fb 50]
Epilepsia,DAE 7 anos [cbz 800]
Epilepsia,DAE 7 anos [sem DAE]
Epilepsia,DAE 7 anos [susp DAE]
Epilepsia,DAE 8 anos [cbz 200]
Epilepsia,DAE 8 anos [cbz 400; clb5]
Epilepsia,DAE 8 anos [cbz 600; fb 50]
Epilepsia,DAE 8 anos [sem DAE]
Epilepsia,DAE 9 anos [sem DAE]
Epilepsia,DAE Já Usadas(-)
Epilepsia,DAE Já Usadas()
Epilepsia,"DAE Já Usadas(CBZ 1200, CLB, DPH, VPA, FB, CLN)"
Epilepsia,"DAE Já Usadas(CBZ, AV, DPH, LMC, CLB)"
Epilepsia,"DAE Já Usadas(CBZ, AV, FB, CLB, DPH, Maliazim)"
Epilepsia,"DAE Já Usadas(CBZ, CLB, DFH)"
Epilepsia,"DAE Já Usadas(CBZ, CLB, FB, VPA, DFH, CNZ)"
Epilepsia,"DAE Já Usadas(CBZ, CLB, LMG, VPA, FB)"
Epilepsia,"DAE Já Usadas(CBZ, CLB, PMD)"
Epilepsia,"DAE Já Usadas(CBZ, CLB, VGB, VPA, DFH, FB)"
Epilepsia,"DAE Já Usadas(CBZ, CLB, VPA)"
Epilepsia,"DAE Já Usadas(CBZ, CLB)"
Epilepsia,"DAE Já Usadas(CBZ, CLN, DPH, AV, FB)"
Epilepsia,"DAE Já Usadas(cbz, cln, fb, dfh)"
Epilepsia,"DAE Já Usadas(CBZ, Clobazam, FB, Diazepam, AV)"
Epilepsia,"DAE Já Usadas(CBZ, Clobazan, AV, DFH, Lamictal , FB)"
Epilepsia,"DAE Já Usadas(CBZ, CLZ)"
Epilepsia,"DAE Já Usadas(CBZ, DFH, CNZ, Comita)"
Epilepsia,"DAE Já Usadas(CBZ, DFH, Depakene, Sabril, Urbanil, Trileptal)"
Epilepsia,"DAE Já Usadas(CBZ, DFH, FB, Laminaleta, AV)"
Epilepsia,"DAE Já Usadas(CBZ, DFH, FB, MISOLINE,)"
Epilepsia,"DAE Já Usadas(CBZ, DFH, VGB)"
Epilepsia,"DAE Já Usadas(CBZ, FB, AV, Lamictal, DFH)"
Epilepsia,"DAE Já Usadas(CBZ, FB, CLB, DFH)"
Epilepsia,"DAE Já Usadas(CBZ, FB, CLB, TPM)"
Epilepsia,"DAE Já Usadas(cbz, fb, clb)"
Epilepsia,"DAE Já Usadas(CBZ, FB, CLZ, DFH, OXCBZ, VPA, CLB)"
Epilepsia,"DAE Já Usadas(CBZ, FB, CNZ, VPA, CLB, DFH)"
Epilepsia,"DAE Já Usadas(CBZ, FB, DFH, AV, Clobazan)"
Epilepsia,"DAE Já Usadas(CBZ, FB, DFH, CLB)"
Epilepsia,"DAE Já Usadas(CBZ, FB, DFH, LLB)"
Epilepsia,"DAE Já Usadas(CBZ, FB, DFH, VPA, CLN, CLB)"
Epilepsia,"DAE Já Usadas(CBZ, FB, DFH, VPA)"
Epilepsia,"DAE Já Usadas(CBZ, FB, Laminaleta, DFH, Zarontin, AV, Primidona, Rivotil,)"
Epilepsia,"DAE Já Usadas(CBZ, FB, VPA, CLB)"
Epilepsia,"DAE Já Usadas(CBZ, FB, VPA, DFH, OCBZ)"
Epilepsia,"DAE Já Usadas(CBZ, FB, VPA, Urbanil)"
Epilepsia,"DAE Já Usadas(CBZ, OXCBZ, DFH, CLB)"
Epilepsia,"DAE Já Usadas(CBZ, vários)"
Epilepsia,"DAE Já Usadas(CBZ, VPA, CLB, FB, DFH)"
Epilepsia,"DAE Já Usadas(CBZ, VPA, CLB, FB)"
Epilepsia,"DAE Já Usadas(CBZ, VPA, CLN, FB, DFH)"
Epilepsia,"DAE Já Usadas(CBZ, VPA, FB, OCBZ, Clobazan)"
Epilepsia,"DAE Já Usadas(CBZ, VPA)"
Epilepsia,DAE Já Usadas(cbz; fb; dfh)
Epilepsia,"DAE Já Usadas(CKZ, FB, DFH, CLB, TPM)"
Epilepsia,"DAE Já Usadas(CLB, FB, DFH, VPA, CBZ)"
Epilepsia,"DAE Já Usadas(DFH, CBZ, FB)"
Epilepsia,"DAE Já Usadas(DFH, Comital, OXCBZ, CLZ, TPZA, FB)"
Epilepsia,"DAE Já Usadas(DFH, FB, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(DFH, FB, CBZ, CLZ, VPA, OCX, Maliasin)"
Epilepsia,"DAE Já Usadas(DFH, FB, CBZ, VPA)"
Epilepsia,"DAE Já Usadas(DFH, FB, CBZ)"
Epilepsia,"DAE Já Usadas(DFH, FB, PMD, CLB, VPA, CBZ)"
Epilepsia,"DAE Já Usadas(DFH, LMG, CBZ, Maliasin, OCBZ, VPA, FB)"
Epilepsia,"DAE Já Usadas(DFH, Primidona, CBZ, Meleril, FB, Maliasin)"
Epilepsia,"DAE Já Usadas(DFH, VPA, CLB, CBZ, FB)"
Epilepsia,"DAE Já Usadas(Diazepan, VPA, DFH, FB, CBZ, TPM)"
Epilepsia,"DAE Já Usadas(DPH, CBZ, LMC, PMD, CLB)"
Epilepsia,"DAE Já Usadas(DPH, FB, AV, LMC, CBZ)"
Epilepsia,"DAE Já Usadas(DPH, FB, CBZ,)"
Epilepsia,DAE Já Usadas(FB e CBZ)
Epilepsia,"DAE Já Usadas(FB,  DFH, CBZ, Edanol, VPA, OXCBZ)"
Epilepsia,"DAE Já Usadas(FB, Ac. Valpróico, CBZ)"
Epilepsia,"DAE Já Usadas(FB, CBZ, CLB, DFH)"
Epilepsia,"DAE Já Usadas(FB, CBZ, CLB, VPA)"
Epilepsia,"DAE Já Usadas(FB, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, CBZ, DFH)"
Epilepsia,"DAE Já Usadas(FB, CBZ, LMG, DFH)"
Epilepsia,"DAE Já Usadas(FB, CBZ, VPA)"
Epilepsia,"DAE Já Usadas(FB, CBZ)"
Epilepsia,"DAE Já Usadas(FB, CLB, CBZ, VPA, DFH, CNZ, Maliasin)"
Epilepsia,"DAE Já Usadas(FB, COMITAL, CBZ, VPA)"
Epilepsia,"DAE Já Usadas(FB, Comital, PMD, CBZ, DFH)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, CLB, LMG)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, CLB, VPA, LRZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, CLB, VPA, TPM, CLN)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, CLB, VPA)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, Clobazan)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, CNZ, VPA)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, CNZ.)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, OXCBZ, PMD)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, PMD, Diazepan)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, VPA, LMG, CLB)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, VPA, LMG, VGB, Frisium)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ, VPA, Rivotril, Gabapentina)"
Epilepsia,"DAE Já Usadas(FB, DFH, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, CLB, VPA, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, LMG, VPA, VGB, CLB, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, Mizolin, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, DFH, OCBZ, CBZ, VPA)"
Epilepsia,"DAE Já Usadas(FB, DFH, OXC, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, PMD, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, PMD, VPA, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, VGB, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, VGB, OXC, CLB, CBZ, VPA)"
Epilepsia,"DAE Já Usadas(FB, DFH, VPA, CBZ, CLB, OXCBZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, VPA, CBZ, Clonazepan, CLB)"
Epilepsia,"DAE Já Usadas(FB, DFH, VPA, CBZ, SABRIL, OXC, CLB, ACTZ)"
Epilepsia,"DAE Já Usadas(FB, DFH, VPA, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DHF, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, DPH, CBZ, CNZ, Tulele, NHH, WUR)"
Epilepsia,"DAE Já Usadas(FB, DPH, CLB, CLN, CBZ, AV)"
Epilepsia,"DAE Já Usadas(FB, DPH, CLB, CLZ, LMG, VGT, CBZ, MALIASIN)"
Epilepsia,"DAE Já Usadas(FB, DPH, CLB, PMD, CBZ)"
Epilepsia,"DAE Já Usadas(FB, DPH, CLN, CBZ, CLB, PMD, LMG, Maliasin)"
Epilepsia,"DAE Já Usadas(FB, ETX, CBZ, CLN, LMC, AV,)"
Epilepsia,"DAE Já Usadas(FB, FMD, VPA, CBZ)"
Epilepsia,"DAE Já Usadas(FB, LMG, DFH, CBZ)"
Epilepsia,"DAE Já Usadas(FB, Mysoline, CBZ, DFH)"
Epilepsia,"DAE Já Usadas(FB, OXCBZ, LMG, CBZ, VPA)"
Epilepsia,"DAE Já Usadas(FB, PMD, CBZ, CLP, CLB)"
Epilepsia,"DAE Já Usadas(FB, PMD, CBZ, DFH e Comital)"
Epilepsia,"DAE Já Usadas(FB, PMD, DFH, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, PMD, Maliasin, CBZ, VPA, CLB)"
Epilepsia,"DAE Já Usadas(FB, PMD, VPA, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, Primidona, CBZ, Lamictal, Sabril, DFH, Trinuride)"
Epilepsia,"DAE Já Usadas(FB, Rvotril, DFH, VPA, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, VPA, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, VPA, CLB, OXCBZ, CBZ)"
Epilepsia,"DAE Já Usadas(FB, VPA, DFH, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(FB, VPA, DFH, CLB)"
Epilepsia,"DAE Já Usadas(FB, VPA, DFH, LMG, VGB, CBZ, CLB, PMD)"
Epilepsia,"DAE Já Usadas(FB, VPA, LMG, DFH, CBZ)"
Epilepsia,"DAE Já Usadas(pmd, cbz, DIAMOX, AV, CNZ)"
Epilepsia,"DAE Já Usadas(PMD, FB, DFH, VPA, CLB, CBZ)"
Epilepsia,"DAE Já Usadas(TPM, DFH, FB, CLN, CBZ, CLB)"
Epilepsia,"DAE Já Usadas(VBT, DZP, VPA, CLB, PMD, FB, OXC, LMG, Maliasin)"
Epilepsia,"DAE Já Usadas(VPA, CBZ, CNZ, PMD, LMG, FB, CLB)"
Epilepsia,"DAE Já Usadas(VPA, DFH, VGB, LMT, CBZ, OXCBZ, CLB)"
Epilepsia,"DAE Já Usadas(VPA, FB, CBZ, DFH, LMG, CNG)"
Epilepsia,"DAE Já Usadas(VPA, FNT, FNB, CBZ, OXBZ)"
Epilepsia,"DAE Pré ( CBZ 1400, CLB 10)"
Epilepsia,DAE Pré (-)
Epilepsia,DAE Pré ()
Epilepsia,"DAE Pré (AV 2250, CBZ 1600 CLN 4 mg / d)"
Epilepsia,"DAE Pré (CBZ  , CLB)"
Epilepsia,"DAE Pré (CBZ 1000, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1000, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1000, CLB 40)"
Epilepsia,DAE Pré (CBZ 1100)
Epilepsia,"DAE Pré (CBZ 1200 , Depakene 3x)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 10, VPA 1000)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 20, DFH 300)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 30, TPM 800)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 30, Zoloft 1 cp)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 30)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 60)"
Epilepsia,"DAE Pré (CBZ 1200, CLOB 60)"
Epilepsia,"DAE Pré (CBZ 1200, Clobazan 20)"
Epilepsia,"DAE Pré (CBZ 1200, DFH 300)"
Epilepsia,"DAE Pré (CBZ 1200, DFH 350)"
Epilepsia,"DAE Pré (CBZ 1200, FB 100)"
Epilepsia,"DAE Pré (CBZ 1200, Gabapentina 1600, Rivotril 2 , VPA 1500)"
Epilepsia,"DAE Pré (CBZ 1200, Meleril 50,)"
Epilepsia,"DAE Pré (CBZ 1200, Rivotril 6)"
Epilepsia,"DAE Pré (CBZ 1200, Urbanil 20, Fluxetina 10)"
Epilepsia,"DAE Pré (CBZ 1200, VGB 1500)"
Epilepsia,"DAE Pré (CBZ 1200, VPA 1000)"
Epilepsia,"DAE Pré (CBZ 1200, VPA 1500, CLB 40, FB 100)"
Epilepsia,DAE Pré (CBZ 1200)
Epilepsia,"DAE Pré (CBZ 1300, CLZ 6 mg)"
Epilepsia,"DAE Pré (CBZ 1300, DFH 300, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1400, CLB 15)"
Epilepsia,"DAE Pré (CBZ 1400, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1400, CLB 30, PMD 750)"
Epilepsia,"DAE Pré (CBZ 1400, DFH 300)"
Epilepsia,"DAE Pré (CBZ 1400, DFH 350, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1400, FB 100, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1400, Primidona 750)"
Epilepsia,DAE Pré (cbz 1400; cln 4)
Epilepsia,DAE Pré (CBZ 1400; fb 100)
Epilepsia,DAE Pré (cbz 1400)
Epilepsia,"DAE Pré (CBZ 1500, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1600 , Clobazan 30)"
Epilepsia,"DAE Pré (CBZ 1600, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1600, CLB 30, PMD 750)"
Epilepsia,"DAE Pré (CBZ 1600, CLB 30)"
Epilepsia,"DAE Pré (CBZ 1600, CLB 40)"
Epilepsia,"DAE Pré (CBZ 1600, Clobazan 30)"
Epilepsia,"DAE Pré (CBZ 1600, DFH 200)"
Epilepsia,"DAE Pré (CBZ 1600, DFH 400)"
Epilepsia,"DAE Pré (CBZ 1600, FB 100)"
Epilepsia,"DAE Pré (CBZ 1600, FB 200)"
Epilepsia,"DAE Pré (CBZ 1600, VPA 1500, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1600, VPA 1500)"
Epilepsia,"DAE Pré (CBZ 1600, VPA 2000, CLB 20)"
Epilepsia,DAE Pré (cbz 1600; clb 30; Lmg 150)
Epilepsia,DAE Pré (CBZ 1600)
Epilepsia,"DAE Pré (CBZ 1800 , FB 300)"
Epilepsia,"DAE Pré (CBZ 1800, FB 150)"
Epilepsia,DAE Pré (CBZ 1800)
Epilepsia,DAE Pré (cbz 2400)
Epilepsia,"DAE Pré (CBZ 400, DFH 200)"
Epilepsia,"DAE Pré (CBZ 600, CLB 10)"
Epilepsia,"DAE Pré (CBZ 600, CLB 20)"
Epilepsia,DAE Pré (CBZ 600)
Epilepsia,"DAE Pré (CBZ 600mg/d, DFH 300mg/d)"
Epilepsia,"DAE Pré (CBZ 800, CLB 20)"
Epilepsia,"DAE Pré (CBZ 800, Clobazan 40)"
Epilepsia,"DAE Pré (CBZ 800, FB 100)"
Epilepsia,"DAE Pré (CBZ 800, FB 200)"
Epilepsia,"DAE Pré (CBZ 800, LMG 100, CNZ 6)"
Epilepsia,"DAE Pré (CBZ 800, VPA 1250)"
Epilepsia,"DAE Pré (CBZ 800, VPA 500)"
Epilepsia,DAE Pré (CBZ 800)
Epilepsia,"DAE Pré (CBZ 900, DFH 200)"
Epilepsia,DAE Pré (CBZ e CLB)
Epilepsia,"DAE Pré (CBZ, CLB,)"
Epilepsia,"DAE Pré (CBZ, CLB)"
Epilepsia,"DAE Pré (CBZ, Diamox)"
Epilepsia,"DAE Pré (CBZ, DPH)"
Epilepsia,DAE Pré (CBZ)
Epilepsia,"DAE Pré (CBZ1200, CLB 20)"
Epilepsia,"DAE Pré (DFH 200, CBZ 800)"
Epilepsia,"DAE Pré (DFH 300, FB 100)"
Epilepsia,"DAE Pré (DFH 300, FB 200, CLB 30)"
Epilepsia,DAE Pré (DFH 300)
Epilepsia,"DAE Pré (DFH 400, FB 300)"
Epilepsia,"DAE Pré (DFH, CBZ, CLB)"
Epilepsia,"DAE Pré (FB 100, CBZ 1000)"
Epilepsia,"DAE Pré (FB 100, CBZ 1200)"
Epilepsia,"DAE Pré (FB 100, CBZ 1400)"
Epilepsia,"DAE Pré (FB 100, DFH 300)"
Epilepsia,"DAE Pré (FB 200, DFH 300, Lorazepan 2)"
Epilepsia,DAE Pré (fb 200; dfh 300; clb 40)
Epilepsia,DAE Pré (FB 200)
Epilepsia,DAE Pré (FB e DPH)
Epilepsia,"DAE Pré (FB, CBZ, TPM)"
Epilepsia,DAE Pré (Lamictal 50 (2x))
Epilepsia,"DAE Pré (LMG 100, CBZ)"
Epilepsia,"DAE Pré (LMG 300, CBZ 1600, CLB 20)"
Epilepsia,"DAE Pré (LMT, DPH, CBZ, AV)"
Epilepsia,DAE Pré (Não Está Usando)
Epilepsia,DAE Pré (OCBZ 1200)
Epilepsia,"DAE Pré (OCBZ 900, VPA 1500, FB 100)"
Epilepsia,DAE Pré (OXBZ 1200)
Epilepsia,DAE Pré (OXBZ 1800)
Epilepsia,"DAE Pré (OXC 2400, CLB 10, AC)"
Epilepsia,"DAE Pré (OXCBZ 1600, FB 100)"
Epilepsia,"DAE Pré (OXCBZ 1800, CBZ 300, VPA 1500)"
Epilepsia,"DAE Pré (OXCBZ 1800, CLB 20)"
Epilepsia,"DAE Pré (OXCBZ 1800, CLZ 4 mg, TPM 150, FB 100)"
Epilepsia,"DAE Pré (OXCBZ 1800, VPA 1500, CLB 30)"
Epilepsia,"DAE Pré (OXCBZ 900, VPA 750)"
Epilepsia,"DAE Pré (PMD , Diazepan)"
Epilepsia,"DAE Pré (PMD, AV, LMC)"
Epilepsia,"DAE Pré (Rivotril 4mg, OXCCBZ 1500, Cipramil 30)"
Epilepsia,"DAE Pré (VPA 1500, CBZ 1200, CLB 30)"
Epilepsia,"DAE Pré (VPA 1500, CBZ 1200)"
Epilepsia,"DAE Pré (VPA 1500, CBZ 800, FB 100)"
Epilepsia,"DAE Pré (VPA 1500, CBZ 900, CLB 30)"
Epilepsia,"DAE Pré (VPA 2000, CBZ 1600)"
Epilepsia,"DAE Pré (VPA 2000, OXC 1800, Maliasin 200)"
Epilepsia,"DAE Pré (VPA, DFH, CLB)"
Epilepsia,Data na Linha temporal dos 11 anos  [2000a]
Epilepsia,Data na Linha temporal dos 11 anos  [2000b]
Epilepsia,Data na Linha temporal dos 11 anos  [2002a]
Epilepsia,Data na Linha temporal dos 11 anos  [2002b]
Epilepsia,Data na Linha temporal dos 11 anos  [2003a]
Epilepsia,Data na Linha temporal dos 11 anos  [2003b]
Epilepsia,Data na Linha temporal dos 11 anos  [2004a]
Epilepsia,Data na Linha temporal dos 11 anos  [2004b]
Epilepsia,Data na Linha temporal dos 11 anos  [2005a]
Epilepsia,Data na Linha temporal dos 11 anos  [2005b]
Epilepsia,Data na Linha temporal dos 11 anos  [2006a]
Epilepsia,Data na Linha temporal dos 11 anos  [2006b]
Epilepsia,Data na Linha temporal dos 11 anos  [2007a]
Epilepsia,Data na Linha temporal dos 11 anos  [2007b]
Epilepsia,Data na Linha temporal dos 11 anos  [2008a]
Epilepsia,Data na Linha temporal dos 11 anos  [2008b]
Epilepsia,Data na Linha temporal dos 11 anos  [2009a]
Epilepsia,Data na Linha temporal dos 11 anos  [2009b]
Epilepsia,Data na Linha temporal dos 11 anos  [200a]
Epilepsia,Data na Linha temporal dos 11 anos  [2011a]
Epilepsia,Data na Linha temporal dos 11 anos  [2011b]
Epilepsia,Data na Linha temporal dos 11 anos  [2012a]
Epilepsia,Depacote [500?]
Epilepsia,DepacoteDose [?]
Epilepsia,DepacoteDose [3]
Epilepsia,Depakene [?]
Epilepsia,Depakene [500?]
Epilepsia,DepakeneDose [?]
Epilepsia,DepakeneDose [8]
Epilepsia,Duração [0]
Epilepsia,Duração [108]
Epilepsia,Duração [12]
Epilepsia,Duração [120]
Epilepsia,Duração [132]
Epilepsia,Duração [24]
Epilepsia,Duração [36]
Epilepsia,Duração [48]
Epilepsia,Duração [60]
Epilepsia,Duração [72]
Epilepsia,Duração [84]
Epilepsia,Duração [96]
Epilepsia,Duration of follow up (mo) [108]
Epilepsia,Duration of follow up (mo) [12]
Epilepsia,Duration of follow up (mo) [120]
Epilepsia,Duration of follow up (mo) [132]
Epilepsia,Duration of follow up (mo) [24]
Epilepsia,Duration of follow up (mo) [36]
Epilepsia,Duration of follow up (mo) [48]
Epilepsia,Duration of follow up (mo) [60]
Epilepsia,Duration of follow up (mo) [72]
Epilepsia,Duration of follow up (mo) [84]
Epilepsia,Duration of follow up (mo) [96]
Epilepsia,EEG [ - ]
Epilepsia,EEG [ ( E ) AEI TME ]
Epilepsia,EEG [ 1 ( D )AEI  bitemporal com predominio a D(150/5) ]
Epilepsia,EEG [ 1 ( D )AEI TA eTMD ]
Epilepsia,EEG [ 1 ( D )AEI TMD ]
Epilepsia,"EEG [ 1 ( D )descargas neocoticais,TD ,lentificaçao FT neocortical D ]"
Epilepsia,EEG [ 1 ( D )inicio TMD ]
Epilepsia,EEG [ 1 ( E )AEI TME ]
Epilepsia,EEG [ 1 + 5 = 9 ( E )AEI TME ]
Epilepsia,EEG [ 1 A (temporal D) ]
Epilepsia,EEG [ 1 A ]
Epilepsia,EEG [ 1 A E ]
Epilepsia,EEG [ 1 A Esq ]
Epilepsia,EEG [ 1 A Esquerdo ]
Epilepsia,EEG [ 1 B ]
Epilepsia,EEG [ 1. A E ]
Epilepsia,EEG [ 1. A.  D - Temporal D ]
Epilepsia,EEG [ 1. A.  E ]
Epilepsia,EEG [ 1. A. D (temporal-antero-mesial D) ]
Epilepsia,EEG [ 1.A (D) ]
Epilepsia,EEG [ 1.B.Esq.  (Temporal Anterior Esq) ]
Epilepsia,EEG [ 1(E)AEI TME ]
Epilepsia,EEG [ 1A (temporal mesial E) ]
Epilepsia,EEG [ 1A E ]
Epilepsia,EEG [ 2 ( D )AEIBitemporal com pred. a D ]
Epilepsia,EEG [ 2.b. Temporal bilateral > E ]
Epilepsia,EEG [ 3 AEIC/ pred E ]
Epilepsia,EEG [ 4 A. E ]
Epilepsia,EEG [ Abundantes descargas e atividade lenta temporal ante E ]
Epilepsia,EEG [ AE Antero-mesial Esq (pontas lentas e agudas T3-T5) ]
Epilepsia,EEG [ AE temporal ant esq. ]
Epilepsia,EEG [ AE temporal anterior D ]
Epilepsia,EEG [ AE temporal anterior E (descargas e lentificação abundantes) ]
Epilepsia,EEG [ AE temporal anterior E ]
Epilepsia,EEG [ AE temporal Esq ]
Epilepsia,EEG [ AE temporal esq. ]
Epilepsia,EEG [ AE temporal esquerdo c/lentificação ]
Epilepsia,EEG [ AEI  TM a E>D e delta E >D ]
Epilepsia,EEG [ AEI  TME (T3 Sp1) ]
Epilepsia,EEG [ AEI TD >E ]
Epilepsia,EEG [ AEI TM  E>D ]
Epilepsia,EEG [ AEI TM a E ]
Epilepsia,EEG [ AEI TM a E com delta a E ]
Epilepsia,EEG [ AEI TM c/ pred D(25:4) delta pred. D ]
Epilepsia,EEG [ AEI TM e TA a D ]
Epilepsia,EEG [ AEI TM e TD ]
Epilepsia,EEG [ AEI TMD ]
Epilepsia,EEG [ AEI TMD +DELTA TMD ]
Epilepsia,EEG [ AEI TME + DELTA TME ]
Epilepsia,EEG [ AEI TME e TAE ]
Epilepsia,EEG [ AEIBifrontotemporal > a D ]
Epilepsia,EEG [ AEIBitempopral independente c/ lentificação pred.à D ]
Epilepsia,EEG [ AH temporal anterior E ]
Epilepsia,EEG [ Anterior e Inferior no Temporal D ]
Epilepsia,EEG [ Atividade Epileptógena E Lesional Temporal Mesial Ant. E ]
