Doenca,Classe
Pálpebra,Transtornos da pálpebra em doenças classificadas em outras partes
Respiratórios,Transtornos respiratórios em doenças classificadas em outra parte
Retina,Transtornos da retina em doenças classificadas em outra parte
Uretra,Transtornos da uretra em doenças classificadas em outra parte
Nervos,Traumatismo de nervos ao nível do antebraço
Superficial,Traumatismo superficial do cotovelo e do antebraço
Tendões,Traumatismo de tendões e de músculos do pescoço
Como Causa,Vírus como causa de doenças classificadas em outros capítulos
stress,"Reações ao ""stress"" grave e transtornos de adaptação"
Membro Inferior,"Fratura do membro inferior, nível não especificado"
Membros Inferiores,"Entesopatias dos membros inferiores, excluindo pé"
Membros Inferiores,Úlcera dos membros inferiores não classificada em outra parte
Tromboflebite,Flebite e tromboflebite intracranianas e intra-raquidianas
Granuloma,Abscesso e granuloma intracranianos e intra-raquidianos
Transtornos,Outros transtornos da íris e do corpo ciliar
Doenças,Outras doenças do lábio e da mucosa oral
Corrosão,Queimadura e corrosão limitadas ao olho e seus anexos
Bacteriana,Infecção bacteriana de localização não especificada
Razões,Aborto por razões médicas e legais
Sexual,Agressão sexual por meio de força física
Transtornos,Outros transtornos das membranas e do líquido amniótico
Tecidos Moles,Transtornos dos tecidos moles em doenças classificadas em outra parte
Leucócitos,Anormalidade dos leucócitos não classificada em outra parte
Puberdade,Transtornos da puberdade não classificados em outra parte
Região,Traumatismo de região não especificada do corpo
Desconhecidas,Causas desconhecidas e não especificadas de morbidade
Tipo,Exposição a tipo não especificado de radiação
Eventos,Fatos ou eventos não especificados e intenção não determinada
Infecciosas,"Doenças infecciosas, outras e as não especificadas"
Média,Otite média supurativa e as não especificadas
Transtornos,Outros transtornos do nariz e dos seios paranasais
Transtornos,Outros transtornos do nervo óptico e das vias ópticas
Traumática,Amputação traumática ao nível do pescoço
Coluna,"Fratura da coluna, nível não especificado"
Relacionados,Problemas relacionados com o emprego e com o desemprego
Relacionados,Problemas relacionados com o estilo de vida
Formas,Outras formas de obstrução do trabalho de parto
Traumática,Amputação traumática do ombro e do braço
Superficial,Traumatismo superficial do ombro e do braço
Outros Órgãos,Traumatismo de outros órgãos intratorácicos e dos não especificados
Traumatismos,Outros traumatismos e os não especificados da perna
Benigna,Neoplasia benigna de osso e de cartilagem articular
Pessoal,História pessoal de outras doenças e afecções
Associada,"Imunodeficiência associada com outros defeitos ""major"""
Transtornos,Outros transtornos do ouvido médio e da mastóide
Benigna,Neoplasia benigna do ouvido médio e do aparelho respiratório
Para Fora,Queda de ou para fora de edifícios ou outras estruturas
Traumática,Amputação traumática de parte da cabeça
Estranho,Corpo estranho na parte externa do olho
Traumatismos,Outros traumatismos de parto do sistema nervoso central
Granulomatosas,Afecções granulomatosas da pele e do tecido subcutâneo
Foliculares,Cistos foliculares da pele e do tecido subcutâneo
Traumatismos,Outros traumatismos do pescoço e os não especificados
Prematuro,Descolamento prematuro da placenta [abruptio placentae]
Pressão,Valor anormal da pressão arterial sem diagnóstico
Superficial,Traumatismo superficial do punho e da mão
Traumática,Amputação traumática do quadril e da coxa
Superficial,Traumatismo superficial do quadril e da coxa
Juvenil,Osteocondrose juvenil do quadril e da pelve
Substâncias,Abuso de substâncias que não produzem dependência
Aquecedores,"Contato com aquecedores, radiadores e tubulação"
Rastreamento,"Exame especial de rastreamento (""screening"") de neoplasias"
Distúrbios,Outros distúrbios da regulação térmica do recém-nascido
Sinais Relativos,Sintomas e sinais relativos à aparência e ao comportamento
Sinais Relativos,Sintomas e sinais relativos à ingestão de alimentos e líquidos
Sinais Relativos,Sintomas e sinais relativos ao estado emocional
Doenças,Outras doenças do reto e do ânus
Tóxico,Efeito tóxico de sabões e detergentes
Doenças,Outras doenças do sangue e dos órgãos hematopoéticos
Vasos Sangüíneos,Traumatismo de vasos sangüíneos ao nível do antebraço
Vasos Sangüíneos,Traumatismo dos vasos sangüíneos ao nível do pescoço
Antiepilépticos,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos"
Nado-vivos,Nascidos vivos [nado-vivos] segundo o local de nascimento
Espontânea,Ruptura espontânea de sinóvia e de tendão
Sistema Nervoso,Outros transtornos do sistema nervoso não classificados em outra parte
Atuais,Algumas complicações atuais subseqüentes ao infarto agudo do miocárdio
Devida,Dermatite devida a substâncias de uso interno
Estrangulamento,"Enforcamento, estrangulamento e sufocação, intenção não determinada"
Células T,Linfomas de células T cutâneas e periféricas
Outros Tipos,Exposição a outros tipos de radiação não-ionizante
Traumatismos,Outros traumatismos do tórax e os não especificados
Traumática,Amputação traumática do tornozelo e do pé
Superficial,Traumatismo superficial do tornozelo e do pé
Vírus,Encefalite por vírus transmitido por carrapatos
Vírus,Encefalite por vírus transmitidos por mosquitos
Transtornos,História familiar de transtornos mentais e comportamentais
Traumatizado,Ciclista traumatizado em um acidente de transporte sem colisão
Traumatizado,Motociclista traumatizado em um acidente de transporte sem colisão
Congênitas,Malformações congênitas do útero e do colo do útero
Laboratorial,Evidência laboratorial do vírus da imunodeficiência humana [HIV]
Anogenitais,Infecções anogenitais pelo vírus do herpes [herpes simples]
Outras,Deficiência de outras vitaminas do grupo B
Autoprovocada,Lesão autoprovocada intencionalmente por dispositivos explosivos
Autoprovocada,Lesão autoprovocada intencionalmente por objeto contundente
Ausente,"Menstruação ausente, escassa e pouco freqüente"
Golpe,Mordedura ou golpe provocado por cão
Benigna,Neoplasia benigna dos órgãos genitais masculinos
Infecciosas,Outras doenças infecciosas e parasitárias congênitas
Doenças Isquêmicas,Outras doenças isquêmicas agudas do coração
Virais,Outras febres virais transmitidas por mosquitos
Doença,Outras formas de doença cardíaca pulmonar
Infecções,Outras infecções específicas do período perinatal
Malformações,Outras malformações congênitas da medula espinhal
Malformações,Outras malformações congênitas do aparelho circulatório
Malformações,Outras malformações congênitas do aparelho digestivo
Malformações,Outras malformações congênitas do aparelho respiratório
Malformações,Outras malformações congênitas do aparelho urinário
Malformações,Outras malformações congênitas do sistema nervoso
Morte Súbita,Outras mortes súbitas de causa desconhecida
Imunológicos,Outros achados imunológicos anormais no soro
Acidentes,Outros acidentes especificados de transporte aéreo
Distúrbios,Outros distúrbios do metabolismo de aminoácidos
Distúrbios,Outros distúrbios do metabolismo de carboidratos
Parto,Outros tipos de parto único assistido
Especificados,Outros tipos especificados de diabetes mellitus
Transtornos,Outros transtornos da membrana do tímpano
Transtornos,Outros transtornos dos órgãos genitais masculinos
Único,Parto único por fórceps ou vácuo-extrator
Devido,Pneumonite devida a sólidos e líquidos
Queimaduras,"Seqüelas de queimaduras, corrosões e geladuras"
Deficiência,Síndrome de deficiência congênita de iodo
Desconforto,Síndrome do desconforto respiratório do adulto
Estrangulamento,Sufocação e estrangulamento acidental na cama
Desenvolvimento,Transtorno do desenvolvimento psicológico não especificado
Humor,Transtorno do humor [afetivo] não especificado
Envolvendo,"Queda envolvendo equipamento de ""playground"""
Glândulas,Afecções das glândulas sudoríparas apócrinas
Glândulas,Afecções das glândulas sudoríparas écrinas
Devido,Anemia devida a transtornos enzimáticos
In Situ,Carcinoma in situ da mama
Associadas,Complicações associadas à fecundação artificial
Específicas,Complicações específicas de gestação múltipla
Aparelhos,Contato com aparelhos domésticos quentes
Outros,Contato com outros artrópodes venenosos
Outros,Contato com outros líquidos quentes
Outros,Contato com outros metais quentes
Outros,Deficiência de outros elementos nutrientes
Hereditária,Deficiência hereditária do fator IX
Hereditária,Deficiência hereditária do fator VIII
Contato,Dermatites de contato por irritantes
Angústia,Desconforto (angústia) respiratório(a) do recém-nascido
Protéico-calórica,Desnutrição protéico-calórica grave não especificada
Cardíaca,Doença cardíaca e renal hipertensiva
Prolongada,Estadia prolongada em ambiente agravitacional
Calor,Exposição a calor natural excessivo
Frio,Exposição a frio natural excessivo
Outros,Exposição a outros fatores especificados
Hemorrágicas,Febres hemorrágicas virais não especificadas
Causadas,Infecções causadas por Clamídia psittaci
Devidas,Infecções devidas a outras micobactérias
Simples,Líquen simples crônico e prurigo
Excessiva,"Menstruação excessiva, freqüente e irregular"
Maligna,Neoplasia maligna da junção retossigmóide
Maligna,Neoplasia maligna da pelve renal
Deformidades,Outras deformidades adquiridas dos membros
Doenças Inflamatórias,Outras doenças inflamatórias pélvicas femininas
Doenças Pulmonares,Outras doenças pulmonares obstrutivas crônicas
Gastroenterites,Outras gastroenterites e colites não-infecciosas
Malformações,Outras malformações congênitas da orelha
Malformações,Outras malformações congênitas da pele
Malformações,Outras malformações congênitas do cérebro
Malformações,Outras malformações congênitas do coração
Malformações,Outras malformações congênitas do intestino
Malformações,Outras malformações congênitas do olho
Malformações,Outras malformações congênitas do rim
Malformações,Outras malformações congênitas do tegumento
Malformações,Outras malformações congênitas dos membros
Neoplasias,Outras neoplasias benignas da pele
Neoplasias,Outras neoplasias benignas do útero
Neoplasias,Outras neoplasias malignas da pele
Obstruções,Outras obstruções intestinais do recém-nascido
Síndromes,Outras síndromes de algias cefálicas
Enforcamento,Outro enforcamento e estrangulamento acidental
Acidentes,Outros acidentes de transporte especificados
Afogamentos,Outros afogamentos e submersão especificados
Transtornos,Outros transtornos de discos intervertebrais
Transtornos,Outros transtornos do desenvolvimento psicológico
Transtornos,Outros transtornos do humor [afetivos]
Transtornos,Outros transtornos funcionais do intestino
Transtornos,Outros transtornos não-inflamatórios da vagina
Outros,Presença de outros dispositivos protéticos
Outros,Presença de outros implantes funcionais
Nasofaringite,"Rinite, nasofaringite e faringite crônicas"
Humor,Transtornos de humor [afetivos] persistentes
Funcionais,Transtornos funcionais dos neutrófilos polimorfonucleares
Não-reumáticos,Transtornos não-reumáticos da valva aórtica
Não-reumáticos,Transtornos não-reumáticos da valva mitral
Não-reumáticos,Transtornos não-reumáticos da valva tricúspide
Não-Hodgkin,"Linfoma não-Hodgkin, folicular (nodular)"
Eritematoso,Lúpus eritematoso disseminado [sistêmico]
Anemias,Outras anemias hemolíticas hereditárias
Deformidades,Outras deformidades osteomusculares congênitas
